Date,PrevDayContext,OpenLocation,OpeningTrend,FirstCandleType,RangeStatus,Result,ResultRet%
2021-11-10,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,0.697
2021-11-11,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.695
2021-11-12,TR,WithinPrevRange,TR,Bear,WideRange,BULL,0.625
2021-11-15,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,3.132
2021-11-16,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.435
2021-11-17,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,-0.477
2021-11-18,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.69
2021-11-22,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.104
2021-11-23,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.299
2021-11-24,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.755
2021-11-25,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.065
2021-11-26,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-5.085
2021-11-29,BEAR,GapDown<PrevLow,BULL,Bear,WideRange,BULL,0.686
2021-11-30,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.528
2021-12-01,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.129
2021-12-02,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.27
2021-12-03,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.17
2021-12-06,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-4.3
2021-12-07,BEAR,WithinPrevRange,TR,Bull,Normal,BULL,0.629
2021-12-08,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,0.773
2021-12-09,BULL,WithinPrevRange,TR,Bear,Normal,TR,-0.258
2021-12-10,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.095
2021-12-13,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.462
2021-12-14,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,-0.061
2021-12-15,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.08
2021-12-16,BEAR,WithinPrevRange,BEAR,Bull,Normal,TR,-0.574
2021-12-17,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.06
2021-12-20,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,TR,-0.309
2021-12-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.128
2021-12-22,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.889
2021-12-23,BULL,GapUp>PrevHigh,BULL,Bear,Normal,TR,0.0
2021-12-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.162
2021-12-27,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.57
2021-12-28,BULL,GapUp>PrevHigh,TR,Bear,Normal,BULL,0.666
2021-12-29,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.197
2021-12-30,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.23
2021-12-31,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.743
2022-01-03,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.264
2022-01-04,TR,WithinPrevRange,BEAR,Bear,Normal,BULL,0.679
2022-01-05,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.209
2022-01-06,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.525
2022-01-07,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.957
2022-01-10,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,2.654
2022-01-11,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,5.105
2022-01-12,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,-0.419
2022-01-13,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,1.444
2022-01-14,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.516
2022-01-17,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.358
2022-01-18,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.81
2022-01-19,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.476
2022-01-20,TR,WithinPrevRange,BULL,Bear,Normal,TR,0.382
2022-01-21,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.523
2022-01-24,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.757
2022-01-25,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,TR,0.392
2022-01-27,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.189
2022-01-28,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.471
2022-01-31,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.331
2022-02-01,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.753
2022-02-02,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.076
2022-02-03,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.664
2022-02-04,BEAR,WithinPrevRange,BULL,Bear,Normal,TR,-0.085
2022-02-07,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.924
2022-02-08,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.147
2022-02-09,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.734
2022-02-10,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,1.007
2022-02-11,TR,GapDown<PrevLow,TR,Bull,Normal,TR,-0.347
2022-02-14,TR,GapDown<PrevLow,BEAR,Bear,WideRange,BEAR,-1.717
2022-02-15,BEAR,GapDown<PrevLow,TR,Bull,WideRange,BULL,4.505
2022-02-16,BULL,WithinPrevRange,BULL,Bear,WideRange,TR,-0.483
2022-02-17,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.376
2022-02-18,BEAR,WithinPrevRange,TR,Bull,Normal,TR,-0.464
2022-02-21,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.068
2022-02-22,BEAR,GapDown<PrevLow,TR,Bull,WideRange,BULL,1.093
2022-02-23,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,TR,-0.554
2022-02-24,TR,GapDown<PrevLow,BEAR,Bull,WideRange,BEAR,-3.972
2022-02-25,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.352
2022-02-28,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,2.038
2022-03-02,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.24
2022-03-03,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.428
2022-03-04,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-1.147
2022-03-07,TR,GapDown<PrevLow,BEAR,Bear,WideRange,BEAR,-0.666
2022-03-08,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.037
2022-03-09,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.972
2022-03-10,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,2.029
2022-03-11,BULL,GapUp>PrevHigh,BULL,Bear,WideRange,BEAR,-0.827
2022-03-14,BEAR,WithinPrevRange,BEAR,Bull,Normal,BULL,0.768
2022-03-15,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.165
2022-03-16,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.755
2022-03-17,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BULL,2.931
2022-03-21,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-0.718
2022-03-22,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.328
2022-03-23,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.233
2022-03-24,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,0.913
2022-03-25,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.634
2022-03-28,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,2.407
2022-03-29,BULL,WithinPrevRange,TR,Bull,WideRange,TR,-0.138
2022-03-30,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.463
2022-03-31,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.81
2022-04-01,TR,WithinPrevRange,BULL,Bull,Normal,TR,0.554
2022-04-04,BULL,GapUp>PrevHigh,TR,Bull,WideRange,BULL,1.143
2022-04-05,TR,GapUp>PrevHigh,TR,Bull,WideRange,BULL,2.249
2022-04-06,TR,WithinPrevRange,TR,Bear,WideRange,BULL,0.809
2022-04-07,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.549
2022-04-08,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.622
2022-04-11,BULL,GapUp>PrevHigh,BULL,Bear,Normal,TR,-0.19
2022-04-12,TR,WithinPrevRange,TR,Bear,WideRange,BULL,0.674
2022-04-13,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.346
2022-04-18,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.72
2022-04-19,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-2.862
2022-04-20,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.219
2022-04-21,TR,GapUp>PrevHigh,TR,Bull,WideRange,BULL,2.882
2022-04-22,BULL,GapUp>PrevHigh,TR,Bear,Normal,BEAR,-0.756
2022-04-25,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,TR,0.18
2022-04-26,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,3.414
2022-04-27,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.187
2022-04-28,BEAR,WithinPrevRange,BULL,Bear,WideRange,TR,0.11
2022-04-29,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.21
2022-05-02,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.385
2022-05-04,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.195
2022-05-05,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.097
2022-05-06,TR,GapDown<PrevLow,BULL,Bull,WideRange,TR,0.208
2022-05-09,BULL,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.068
2022-05-10,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.94
2022-05-11,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.956
2022-05-12,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.619
2022-05-13,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.51
2022-05-16,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.608
2022-05-17,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.504
2022-05-18,BULL,GapUp>PrevHigh,TR,Bear,WideRange,TR,-0.235
2022-05-19,TR,GapDown<PrevLow,BEAR,Bear,WideRange,BEAR,-1.285
2022-05-20,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.78
2022-05-23,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.964
2022-05-24,BEAR,WithinPrevRange,BEAR,Bull,Normal,TR,0.014
2022-05-25,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.134
2022-05-26,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.253
2022-05-27,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.347
2022-05-30,TR,GapUp>PrevHigh,BULL,Bull,WideRange,TR,0.222
2022-05-31,BULL,WithinPrevRange,BULL,Bear,WideRange,TR,0.312
2022-06-01,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.743
2022-06-02,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,2.507
2022-06-03,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.046
2022-06-06,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,2.364
2022-06-07,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.073
2022-06-08,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.616
2022-06-09,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.628
2022-06-10,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.072
2022-06-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.591
2022-06-14,BEAR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,5.798
2022-06-15,TR,WithinPrevRange,BEAR,Bear,Normal,TR,-0.169
2022-06-16,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-5.128
2022-06-17,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,TR,-0.229
2022-06-20,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.998
2022-06-21,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.969
2022-06-22,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.706
2022-06-23,BEAR,WithinPrevRange,BULL,Bear,WideRange,TR,-0.028
2022-06-24,TR,WithinPrevRange,TR,Doji,WideRange,BULL,1.708
2022-06-27,BULL,GapUp>PrevHigh,BULL,Bear,Normal,BEAR,-0.61
2022-06-28,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.627
2022-06-29,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,1.098
2022-06-30,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.257
2022-07-01,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.931
2022-07-04,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.448
2022-07-05,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.159
2022-07-06,TR,WithinPrevRange,BEAR,Bull,Normal,BULL,0.775
2022-07-07,BULL,GapUp>PrevHigh,TR,Bull,Normal,TR,-0.18
2022-07-08,TR,WithinPrevRange,TR,Bear,Normal,TR,0.445
2022-07-11,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.612
2022-07-12,BULL,WithinPrevRange,TR,Bull,Normal,TR,-0.259
2022-07-13,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.925
2022-07-14,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.108
2022-07-15,TR,GapUp>PrevHigh,BEAR,Bear,Normal,TR,0.394
2022-07-18,TR,GapUp>PrevHigh,BEAR,Bear,Normal,TR,0.416
2022-07-19,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.322
2022-07-20,BULL,GapUp>PrevHigh,TR,Bear,Normal,TR,-0.031
2022-07-21,BEAR,WithinPrevRange,BULL,Bull,Normal,BULL,0.706
2022-07-22,BULL,GapUp>PrevHigh,BEAR,Bull,Normal,TR,-0.232
2022-07-25,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.953
2022-07-26,BULL,WithinPrevRange,BEAR,Bear,Normal,BULL,0.81
2022-07-27,TR,WithinPrevRange,TR,Bull,Normal,BEAR,-0.616
2022-07-28,TR,WithinPrevRange,TR,Bear,Normal,TR,-0.36
2022-07-29,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.147
2022-08-01,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.704
2022-08-02,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.42
2022-08-03,TR,WithinPrevRange,TR,Bull,Normal,BULL,1.173
2022-08-04,BULL,GapUp>PrevHigh,BULL,Bear,WideRange,TR,-0.251
2022-08-05,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-0.733
2022-08-08,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.642
2022-08-10,BULL,WithinPrevRange,TR,Bull,Normal,BULL,0.948
2022-08-11,BULL,GapUp>PrevHigh,BULL,Bear,Normal,TR,-0.035
2022-08-12,TR,WithinPrevRange,BULL,Bull,Normal,TR,-0.14
2022-08-16,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.917
2022-08-17,BULL,GapUp>PrevHigh,BULL,Bull,Normal,TR,-0.265
2022-08-18,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.888
2022-08-19,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.361
2022-08-22,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.831
2022-08-23,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.755
2022-08-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.274
2022-08-25,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.643
2022-08-26,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.234
2022-08-29,BULL,GapDown<PrevLow,BULL,Bull,WideRange,BULL,1.535
2022-08-30,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.058
2022-09-01,TR,WithinPrevRange,BULL,Bull,Normal,TR,0.39
2022-09-02,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BULL,3.375
2022-09-05,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-1.876
2022-09-06,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.67
2022-09-07,BULL,WithinPrevRange,TR,Bull,WideRange,TR,0.535
2022-09-08,BULL,GapUp>PrevHigh,BEAR,Bear,Normal,TR,-0.52
2022-09-09,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.948
2022-09-12,TR,WithinPrevRange,BULL,Bull,Normal,BEAR,-0.601
2022-09-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.185
2022-09-14,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.38
2022-09-15,TR,WithinPrevRange,TR,Bull,WideRange,BULL,4.557
2022-09-16,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.717
2022-09-19,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.526
2022-09-20,BULL,GapUp>PrevHigh,TR,Bull,Normal,TR,0.493
2022-09-21,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-5.287
2022-09-22,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.2
2022-09-23,BULL,WithinPrevRange,BEAR,Bear,WideRange,TR,0.493
2022-09-26,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,TR,0.134
2022-09-27,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.336
2022-09-28,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.434
2022-09-29,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-4.749
2022-09-30,BEAR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.246
2022-10-03,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-6.956
2022-10-04,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.611
2022-10-06,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.811
2022-10-07,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.069
2022-10-10,TR,WithinPrevRange,BULL,Bull,Normal,TR,-0.591
2022-10-11,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.75
2022-10-12,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.984
2022-10-13,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.389
2022-10-14,TR,GapUp>PrevHigh,TR,Bear,WideRange,TR,-0.537
2022-10-17,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.778
2022-10-18,TR,GapUp>PrevHigh,TR,Bear,WideRange,BULL,1.581
2022-10-19,BULL,GapUp>PrevHigh,TR,Bear,Normal,TR,-0.572
2022-10-20,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,2.819
2022-10-21,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.182
2022-10-25,BEAR,WithinPrevRange,TR,Bull,Normal,BEAR,-0.834
2022-10-27,BEAR,WithinPrevRange,TR,Bull,Normal,TR,-0.134
2022-10-28,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.779
2022-10-31,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.186
2022-11-01,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,4.261
2022-11-02,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,0.854
2022-11-03,TR,WithinPrevRange,BULL,Bull,Normal,TR,-0.354
2022-11-04,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,7.524
2022-11-07,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.486
2022-11-09,BULL,WithinPrevRange,TR,Bull,WideRange,TR,-0.004
2022-11-10,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.208
2022-11-11,TR,GapUp>PrevHigh,BEAR,Bear,Normal,TR,-0.348
2022-11-14,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-0.838
2022-11-15,TR,WithinPrevRange,TR,Bull,Normal,BULL,0.881
2022-11-16,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.189
2022-11-17,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.337
2022-11-18,TR,WithinPrevRange,TR,Bear,Normal,TR,0.408
2022-11-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.331
2022-11-22,TR,WithinPrevRange,BULL,Bull,Normal,TR,0.425
2022-11-23,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.771
2022-11-24,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.159
2022-11-25,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.114
2022-11-28,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.346
2022-11-29,TR,WithinPrevRange,BEAR,Bull,Normal,BEAR,-0.609
2022-11-30,TR,WithinPrevRange,TR,Bear,Normal,TR,0.541
2022-12-01,TR,WithinPrevRange,TR,Bear,Normal,TR,-0.055
2022-12-02,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.811
2022-12-05,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.952
2022-12-06,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.373
2022-12-07,BULL,WithinPrevRange,TR,Bull,Normal,BEAR,-0.896
2022-12-08,BEAR,WithinPrevRange,TR,Bull,Normal,TR,-0.081
2022-12-09,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.985
2022-12-12,TR,WithinPrevRange,BULL,Bear,Normal,TR,0.259
2022-12-13,TR,WithinPrevRange,TR,Bull,Normal,BULL,1.015
2022-12-14,BULL,GapUp>PrevHigh,TR,Bear,Normal,TR,-0.26
2022-12-15,BEAR,WithinPrevRange,BULL,Bull,Normal,TR,-0.084
2022-12-16,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-1.312
2022-12-19,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.405
2022-12-20,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,2.042
2022-12-21,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-6.054
2022-12-22,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.305
2022-12-23,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.669
2022-12-26,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.173
2022-12-27,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.031
2022-12-28,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,0.739
2022-12-29,BULL,WithinPrevRange,TR,Bull,WideRange,TR,0.302
2022-12-30,TR,GapUp>PrevHigh,BULL,Bull,Normal,TR,0.319
2023-01-02,TR,WithinPrevRange,BULL,Bear,Normal,TR,-0.485
2023-01-03,TR,WithinPrevRange,TR,Bear,Normal,TR,-0.407
2023-01-04,TR,WithinPrevRange,BEAR,Bull,Normal,TR,0.145
2023-01-05,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.407
2023-01-06,TR,WithinPrevRange,BULL,Bull,Normal,BEAR,-0.781
2023-01-09,TR,WithinPrevRange,BULL,Bull,Normal,TR,-0.089
2023-01-10,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-5.094
2023-01-11,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,0.171
2023-01-12,TR,WithinPrevRange,TR,Bear,Normal,BULL,0.739
2023-01-13,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.147
2023-01-16,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.103
2023-01-17,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.339
2023-01-18,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.672
2023-01-19,TR,GapDown<PrevLow,TR,Bull,WideRange,BEAR,-0.991
2023-01-20,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.143
2023-01-23,TR,WithinPrevRange,TR,Bear,Normal,TR,-0.004
2023-01-24,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.187
2023-01-25,TR,GapDown<PrevLow,TR,Bear,WideRange,TR,-0.337
2023-01-27,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-16.234
2023-01-30,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-5.037
2023-01-31,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.785
2023-02-01,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-23.431
2023-02-02,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-24.709
2023-02-03,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,BULL,19.985
2023-02-06,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.263
2023-02-07,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,11.182
2023-02-08,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,7.906
2023-02-09,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.876
2023-02-10,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.041
2023-02-13,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-7.117
2023-02-14,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.319
2023-02-15,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-0.95
2023-02-16,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.657
2023-02-17,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-4.184
2023-02-20,BEAR,GapDown<PrevLow,TR,Bull,WideRange,BULL,0.787
2023-02-21,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.299
2023-02-22,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,BEAR,-6.708
2023-02-23,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-0.853
2023-02-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.993
2023-02-27,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-6.732
2023-02-28,BEAR,GapDown<PrevLow,BULL,Bear,WideRange,BULL,15.644
2023-03-01,BULL,GapUp>PrevHigh,TR,Bull,WideRange,BULL,7.343
2023-03-02,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,4.204
2023-03-03,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,8.422
2023-03-06,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-3.521
2023-03-08,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.301
2023-03-09,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.365
2023-03-10,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,BULL,2.488
2023-03-13,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.791
2023-03-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.252
