Date,OpeningTrend,OpenLocation,PrevDayContext,Result,ResultRet%
2024-12-20 00:00:00+05:30,TR,OIM,BEAR,BEAR,-2.707
2024-12-23 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.507
2024-12-24 00:00:00+05:30,BULL,OIM,TR,TR,-0.164
2024-12-26 00:00:00+05:30,BEAR,OIM,TR,BULL,0.658
2024-12-27 00:00:00+05:30,TR,OOH,TR,TR,-0.343
2024-12-30 00:00:00+05:30,TR,OOL,TR,TR,0.049
2024-12-31 00:00:00+05:30,BEAR,OIM,TR,TR,-0.516
2025-01-01 00:00:00+05:30,BULL,OIM,BEAR,TR,0.016
2025-01-02 00:00:00+05:30,TR,OOH,BULL,TR,0.049
2025-01-03 00:00:00+05:30,BEAR,OOH,TR,TR,0.458
2025-01-06 00:00:00+05:30,BEAR,OIM,TR,BEAR,-1.96
2025-01-07 00:00:00+05:30,BULL,OOL,BEAR,TR,-0.266
2025-01-08 00:00:00+05:30,TR,OOH,TR,TR,0.168
2025-01-09 00:00:00+05:30,BULL,OIM,TR,BEAR,-2.593
2025-01-10 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-1.733
2025-01-13 00:00:00+05:30,BEAR,OBR,BEAR,BEAR,-1.843
2025-01-14 00:00:00+05:30,TR,OOL,BEAR,BULL,2.118
2025-01-15 00:00:00+05:30,TR,OAR,BULL,TR,-0.055
2025-01-16 00:00:00+05:30,TR,OAR,TR,TR,0.453
2025-01-17 00:00:00+05:30,BEAR,OAR,TR,TR,0.306
2025-01-20 00:00:00+05:30,BEAR,OOH,TR,BULL,1.23
2025-01-21 00:00:00+05:30,TR,OIM,TR,BEAR,-6.122
2025-01-22 00:00:00+05:30,BEAR,OOL,BEAR,BULL,0.652
2025-01-23 00:00:00+05:30,BULL,OOH,TR,BEAR,-3.041
2025-01-24 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-3.067
2025-01-27 00:00:00+05:30,BEAR,OBR,BEAR,BEAR,-0.954
2025-01-28 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.384
2025-01-29 00:00:00+05:30,BULL,OIM,TR,TR,0.042
2025-01-30 00:00:00+05:30,TR,OOH,BULL,BEAR,-2.024
2025-01-31 00:00:00+05:30,BULL,OIM,BEAR,BULL,1.049
2025-02-01 00:00:00+05:30,BULL,OAR,BULL,BEAR,-0.721
2025-02-03 00:00:00+05:30,TR,OBR,TR,BEAR,-1.227
2025-02-04 00:00:00+05:30,BULL,OIM,BEAR,BULL,2.831
2025-02-05 00:00:00+05:30,BULL,OOH,BULL,BEAR,-1.511
2025-02-06 00:00:00+05:30,TR,OOH,TR,TR,-0.148
2025-02-07 00:00:00+05:30,BULL,OBR,TR,TR,-0.048
